icsd_ids,formula,material_id,nelements,nsites
106440,Eu1In4Cu1,mp-1095660,3,12
237515,Cs2Pu1Cl4O2,mp-1078872,4,9
106444,Yb1Zn1Sn1,mp-11831,3,6
106451,Ce5Sn4,mp-21693,2,36
237524,Li3Cu1B3O7,mp-1194301,4,28
630741,Li1Er1Sn2,mp-1080658,3,8
237526,Li6Cu1B4O10,mp-1191302,4,21
237528,Mn1In2Ni1O6,mp-1188474,4,20
106459,Dy1Co1Sn1,mp-22228,3,12
237533,Ni1Ru5C17O16,mp-1196196,4,78
106463,Er1Co1Sn1,mp-11851,3,12
106466,Lu2Ga3Co1,mp-31190,3,24
237540,Na6W6Se2O25,mp-1196529,4,78
106471,La1Co1Ge1,mp-20761,3,6
237544,Ba1Cd4Pt2,mp-1104609,3,14
237545,Sr1Cd4Pt2,mp-1104117,3,14
106473,Nd1Co1Ge1,mp-20531,3,6
106472,La1Co1Ge3,mp-19973,3,5
237543,Ca3Cd8Pt4,mp-1192828,3,30
106477,Pr1Co1Ge1,mp-567712,3,6
106479,Sc3Co2Ge3,mp-31191,3,16
106482,Mg1Co1,mp-542488,2,24
106483,Mn1Co1P1,mp-20249,3,12
630772,Er1Mn1Ni4,mp-1077334,3,6
106489,Co3S4,mp-943,2,14
106496,Ti1Co1Sn1,mp-20453,3,3
630790,Er1Mn1Sn2,mp-1197296,3,48
106503,U1Co5,mp-510322,2,18
630791,Er1Mo6S8,mp-1104330,3,15
237581,Sr2Ni1Cl1O3,mp-1104703,4,28
237587,Mo3S4,mp-1104577,2,14
106520,Cr2Se3,mp-2832,2,10
106523,Ta1Cr2,mp-2385,2,6
106526,Yb1In1Cu4,mp-569661,3,6
106529,Sm2Cu4Sn5,mp-570702,3,11
106530,Cu6Sn5,mp-1233,2,22
106534,Li13Ga21Cu6,mp-31194,3,80
237618,Hg3Bi2S2Cl8,mp-1104411,4,15
106551,V1Sn2,mp-20887,2,12
106556,In4Cu9,mp-683917,2,52
237630,Eu1Mg1Sn1,mp-1102145,3,12
106560,Nd1Cu2,mp-11852,2,6
237636,Li3Zn2Sn4,mp-1188187,3,18
237642,Pu1Te1S1O7,mp-1197213,4,40
237643,Th1Te1S1O7,mp-1195677,4,40
630859,Er1Ni1P1,mp-1103423,3,12
630862,Er1Ni2Sb2,mp-1079414,3,10
106583,Tb1Fe6Sn6,mp-21581,3,26
106584,Ho1Fe6Sn6,mp-683940,3,39
106586,Er1Fe6Sn6,mp-31197,3,52
237658,Li1As1Xe3F12,mp-1197471,4,34
237660,Eu1B1Pt4,mp-1103637,3,12
237661,Eu3B2Pt7,mp-1102298,3,12
630878,Er3Si2Ni6,mp-1192164,3,22
106594,Dy1N1,mp-1410,2,2
630883,Er1Ni1Sn2,mp-1196661,3,48
630882,Er2Ni1Sn6,mp-1079596,3,9
106599,Dy1Si2Ru2,mp-4177,3,5
106602,Er2Fe17,mp-1724,2,38
237677,Ba3Ge16Rh4,mp-1192163,3,23
106605,Er5Ge3,mp-11854,2,16
106608,Er1Si2Ru2,mp-5022,3,5
106610,Er1Mn2,mp-11855,2,12
106611,Er1N1,mp-19830,2,2
106615,Er3Ru2,mp-31198,2,10
106619,Er1S1,mp-1623,2,2
106620,Er1Tl1S2,mp-4123,3,4
106621,Er1Si1,mp-378,2,4
106623,Eu1Ga1,mp-1079244,2,8
237695,Sm4Ge7,mp-1191192,2,22
237696,Pr4Ge7,mp-867190,2,22
237697,Nd4Ge7,mp-29778,2,22
106625,Pr6Fe13Pb1,mp-582984,3,40
106627,Eu1In4,mp-638253,2,10
106628,Eu2In1,mp-1095519,2,12
630913,Er1P1S1,mp-1191596,3,24
106626,Eu1In1,mp-1058490,2,2
630911,Er5P12Ru19,mp-1200410,3,36
106624,Eu3Ga2,mp-672286,2,10
237706,Mo3P1,mp-10004,2,16
106634,Eu1Zn1Si1,mp-21234,3,6
237710,Mn3Zn1N1,mp-15805,3,5
281711,H6C1N6O4,mp-707543,4,68
106640,Tm2Ga8Fe1,mp-672257,3,11
630930,Er3Pd4,mp-1104774,2,14
237715,Gd2Re3Si5,mp-1198764,3,40
237716,Sn1H6Cl2O11,mp-1200784,4,40
106643,Pr1Fe2Ge2,mp-21221,3,5
237719,Ca1H8Cl2O12,mp-1204240,4,46
237721,Sr1H6Cl2O11,mp-1205011,4,160
237722,Sr1H8Cl2O12,mp-1205187,4,46
237723,Sr1H18Cl2O17,mp-1202849,4,76
237724,Zn2H10Cl4O5,mp-1196488,4,84
237726,Zn2H18Cl4O9,mp-1202834,4,132
237728,Sr1Cd1Pt1,mp-1102073,3,12
237729,Li2Ca3N6,mp-1020010,3,22
237730,Ba1Os1O3,mp-781625,3,5
237731,Sr1Os1O3,mp-1105153,3,20
237732,Sr1Os1O3,mp-1105153,3,20
106663,Pr1Fe2Si2,mp-5627,3,5
237739,Y3Mn1Au5,mp-1189061,3,18
630955,Pr1Er1S3,mp-1199144,3,40
237746,Na1Mn1Ge2O6,mp-1105628,4,20
630963,Er5Pt4,mp-1195885,2,36
237748,Y1Fe4Cu3O12,mp-1105482,4,20
630965,Er3Pt1,mp-1189835,2,16
237751,Na1Mn3V4O12,mp-1106031,4,20
106680,Ti1Fe1Sn1,mp-22589,3,3
237752,Ca1Mn3V4O12,mp-1106307,4,20
106681,U2Fe2Sn1,mp-21357,3,10
630968,Er1Pt1,mp-1025444,2,8
106686,La1Si2Au2,mp-11859,3,5
106687,Ce1Si2Au2,mp-5173,3,5
630975,Er3Pt4,mp-1104136,2,14
106688,Pr1Si2Au2,mp-31202,3,5
106690,Eu1Si2Au2,mp-21229,3,5
106691,Dy1Si2Au2,mp-2954,3,5
106689,Nd1Si2Au2,mp-5057,3,5
237764,Na2Be4B4O11,mp-1020144,4,168
106692,Er1Si2Au2,mp-3147,3,5
106695,Nd1Si2Ag2,mp-31204,3,5
106694,Pr1Si2Ag2,mp-31203,3,5
106693,Ce1Si2Ag2,mp-5605,3,5
106696,Sm1Si2Ag2,mp-567600,3,5
237769,Na3Y1C3O9,mp-1194479,4,32
106697,Eu1Si2Ag2,mp-22653,3,5
106700,Zr3Fe1,mp-31205,2,8
630989,Er1Si1Pt1,mp-1102879,3,12
106703,La5Ga3,mp-672217,2,32
106704,Y5Ga3,mp-672256,2,32
237768,Na3Gd1C3O9,mp-1194955,4,32
630991,Er1Sn1Pt1,mp-1079826,3,9
106705,Ho1Mn1Ga1,mp-11860,3,9
237780,K14Zn1Ge16,mp-1195294,3,62
106706,Na17In12Ga29,mp-640442,3,116
630998,Er2Re3Si5,mp-1204807,3,40
106707,K17In41,mp-640781,2,116
106712,Li1Ga2Pd1,mp-5159,3,4
106713,Li2Ga1Pt1,mp-3726,3,4
631001,Er3Rh2,mp-1198715,2,70
106709,Li1Ga2Ir1,mp-5419,3,4
106716,Li1Ga2Ru1,mp-20567,3,4
106710,La1Ga3Pd2,mp-21201,3,6
237790,K4Ge1P4S12,mp-1195305,4,42
106714,Li2Ga1Rh1,mp-2988,3,4
106715,Li1Ga2Rh1,mp-4913,3,4
106717,Li1Ga2Pt1,mp-20363,3,4
237789,Ba1Ti2Sb2O1,mp-1070806,4,6
237791,Rb4Ge1P4S12,mp-1195703,4,42
237792,Cs4Ge1P4S12,mp-1195705,4,42
237793,K4Ge1P4Se12,mp-1195433,4,84
237795,Cs4Ge1P4Se12,mp-1195417,4,84
237794,Rb4Ge1P4Se12,mp-1195251,4,84
106732,Ga1Mo4S8,mp-2885,3,13
631024,Er2Si1Rh3,mp-1077251,3,6
106738,Sm15Ga44Ni52,mp-683971,3,111
106739,U1Ga1Ni1,mp-21320,3,9
106740,U1Ga5Ni1,mp-21251,3,7
106747,Tb1Ga1Pt1,mp-22251,3,12
106748,Tm1Ga3Ru1,mp-17424,3,15
106749,U2Ga8Ru1,mp-21493,3,11
237824,Bi26Mo10O69,mp-1195168,3,105
106752,V2Ga1Sn2,mp-640159,3,20
106753,Zr5Ga1Sn3,mp-31207,3,18
106758,Gd1Si2Pt2,mp-637220,3,10
237834,Cs1In1Hg1S3,mp-1194853,4,48
631057,Er5S7,mp-1095508,2,12
106773,Hf1Sn1Pd1,mp-11869,3,3
631066,Er2S3,mp-2234,2,30
237856,K1Al9O14,mp-1019803,3,48
106784,Sm1Hg1Pd1,mp-567912,3,9
631072,Er1Sc1S3,mp-1190244,3,20
106786,Hg2Rh1,mp-11870,2,3
237863,Ho2Sb1O2,mp-1067935,3,5
106792,Ho1Ni1,mp-11871,2,8
106796,Ho1Si2,mp-1752,2,3
237869,Ho2Bi1O2,mp-1067937,3,5
106798,Li1In2Ir1,mp-31208,3,4
106800,La1In1Ni2,mp-21207,3,8
237872,Ni3Te1O6,mp-19448,3,20
106802,Li2In1Pd1,mp-21029,3,4
237875,Sc1Ni2Sb1O6,mp-1078244,4,10
631090,Er2Zr1S5,mp-1197488,3,32
237874,In1Ni2Sb1O6,mp-1078367,4,10
106806,Li1In2Rh1,mp-13396,3,4
106803,Li1In2Pd1,mp-20801,3,4
106804,Li1In2Pt1,mp-20265,3,4
106805,Li2In1Pt1,mp-21026,3,4
106807,Lu5In4Ni2,mp-646321,3,22
106810,Nd1Si2Ru2,mp-4013,3,5
106812,Dy1Mn2Si2,mp-4985,3,5
106811,Tb1Mn2Si2,mp-5677,3,5
106813,Ho1Mn2Si2,mp-5796,3,5
106815,Ce1Mn2Ge2,mp-21089,3,5
106816,Pr1Mn2Ge2,mp-20542,3,5
106817,Sm1Mn2Ge2,mp-20646,3,5
106818,Dy1Mn2Ge2,mp-21000,3,5
106819,Ce1Co2Si2,mp-3437,3,5
106814,Yb1Mn2Si2,mp-13398,3,5
106820,Gd1Co2Si2,mp-542985,3,5
106821,Ce1Fe2Si2,mp-3035,3,5
106823,Dy1Fe2Si2,mp-4939,3,5
106822,Gd1Fe2Si2,mp-542986,3,5
237895,Cs1Cd1In1Te3,mp-1195350,4,48
106824,Ce1Fe2Ge2,mp-21882,3,5
237892,Ca4Al6S1O16,mp-1019575,4,108
106825,Gd1Fe2Ge2,mp-637965,3,5
106828,Gd1Si2Pd2,mp-19753,3,5
106830,Gd1Ru2,mp-646926,2,6
106829,Tm1Fe2Ge2,mp-4660,3,5
106826,U1Ga3Ni1,mp-31428,3,5
106839,Sc1Si2Ni2,mp-3587,3,5
106840,Y1Si2Ni2,mp-5176,3,5
106841,La1Cu2Si2,mp-3995,3,5
106842,Nd1Cu2Si2,mp-2877,3,5
106843,Sm1Cu2Si2,mp-3997,3,5
106844,Tb1Cu2Si2,mp-3456,3,5
106845,Er1Cu2Si2,mp-4305,3,5
106846,Lu1Cu2Si2,mp-5346,3,5
631130,Yb1Er2Se4,mp-1192445,3,28
106848,Gd1Co2Ge2,mp-542988,3,5
106849,Ce1Ni2Ge2,mp-3325,3,5
106847,Ce1Co2Ge2,mp-20933,3,5
106851,Gd1Ni2Ge2,mp-646399,3,5
106852,Lu1Ni2Ge2,mp-13399,3,5
106853,Sm1Cu2Ge2,mp-13400,3,5
106850,Sm1Ni2Ge2,mp-5167,3,5
106855,Tm1Cu2Ge2,mp-567808,3,5
106856,Yb1Cu2Ge2,mp-13401,3,5
106857,Na2In1,mp-31430,2,24
237924,Yb5Al17Fe4Si6,mp-1195517,4,32
106860,Np2In1Ni2,mp-20091,3,10
106862,U1In1Ni2,mp-646821,3,4
106863,U2In1Ni2,mp-647194,3,10
106864,Np2In1Pt2,mp-647347,3,10
106865,Np2In1Rh2,mp-647240,3,10
106867,U2In1Pd2,mp-646426,3,10
106868,U2In1Rh2,mp-646609,3,10
237939,Tl6S1I4,mp-27938,3,22
106873,Nd1Fe2Ge2,mp-20785,3,5
106875,Pr1Cu2Ge2,mp-4924,3,5
106876,Pr1Cu2Si2,mp-4014,3,5
106877,Nd1Co2Ge2,mp-4999,3,5
106878,Er1Co2Ge2,mp-5497,3,5
631167,Er11Sn10,mp-1196703,2,42
106879,Tm1Co2Si2,mp-3262,3,5
631172,Er1Tc2,mp-1095604,2,12
106894,Lu14In3Co3,mp-567143,3,80
631187,Er1Tl1Te2,mp-1007907,3,4
237971,Eu1In4Ir1,mp-1095333,3,12
106901,Dy3Co1,mp-646392,2,16
237980,Ca5I2O12,mp-1196062,3,114
237981,Sr5I2O12,mp-1195789,3,114
106909,Nd1Mn2Ge2,mp-21420,3,5
237983,Ag1Bi1I4O12,mp-1195262,4,72
237985,La1Ag1I4O12,mp-1195616,4,72
631201,Er5Tl3,mp-1105965,2,16
237986,Y1Ag1I4O12,mp-1195810,4,72
631211,Er1Tl1Zn1,mp-1018688,3,6
106924,Np3Al1,mp-31434,2,4
631213,Er1Zn2,mp-1025096,2,6
106925,Np3In1,mp-607223,2,4
106927,Ni3B1,mp-2058,2,16
631216,Er1Zn3,mp-1188367,2,16
106926,Mo1N1,mp-1064706,2,4
238002,Y1Sb1Pb2O6,mp-1105409,4,20
106923,Lu1Ni1Sn4,mp-31433,3,12
106932,Mn1N1,mp-6933,2,2
238005,Cs3Cu20Te13,mp-1194744,3,36
238008,Ba1Ge4Rh2S6,mp-1194551,4,52
106940,Tb1Ge2Pd1,mp-31436,3,16
238013,Ag2Mo1O4,mp-19318,3,14
106942,Nd1Mn6Sn6,mp-643614,3,39
238018,Ba1Sn3Au1,mp-1068048,3,5
106952,Np1Bi1,mp-22912,2,2
106953,Np1Se1,mp-627,2,2
106954,Np1Te1,mp-807,2,2
631243,Eu2Fe1H6,mp-1079126,3,9
238028,Pr2Co2Si1C1,mp-1071216,4,6
106955,Pu1Bi1,mp-22879,2,2
106957,Np1In3,mp-21482,2,4
106959,Pu1Cr2Si2,mp-19838,3,5
631248,Eu1Fe2Si2,mp-582357,3,5
106961,Pu1Fe2Si2,mp-20177,3,5
106958,Np1Si2Rh2,mp-20292,3,5
238027,Nd2Co2Si1C1,mp-1070917,4,6
106960,Pu1Mn2Si2,mp-22771,3,5
106965,Sc1Sn2,mp-2398,2,12
238034,Rb1U1F5,mp-1194637,3,56
238035,Rb1U2F9,mp-1195761,3,48
106968,Dy1Ga3Ni2,mp-542992,3,18
106963,Pu1Cu2Si2,mp-20751,3,5
238036,Rb1U3F13,mp-1194634,3,34
106971,Sm6In1Co2,mp-646586,3,18
106972,Tm1Mg2,mp-2214,2,12
238045,Rb1Y1Se2O6,mp-1195500,4,40
238040,Yb1Al10Os2,mp-1192485,3,26
238041,Lu1Al10Os2,mp-1192563,3,26
106969,Tm1In5Co1,mp-19911,3,7
238044,K1Y1Se2O6,mp-1194569,4,40
238043,Ba2Hg1S5,mp-1194545,3,32
238046,Cs1Y1Se2O6,mp-1195090,4,40
631264,Eu1Ga2S4,mp-1105072,3,14
106976,Nd2In1Rh2,mp-646420,3,10
106978,Ho1Co1Sn1,mp-5601,3,12
106977,Tb1Co1Sn1,mp-646450,3,12
106975,La2In1Rh2,mp-20907,3,10
106982,Y1Mn2Ge2,mp-20649,3,5
238058,Co2P1O5,mp-1105140,3,16
238059,Rb2Th1Mo3O12,mp-1195528,4,36
238056,Ba3U1Ag1S6,mp-1190457,4,22
238057,Ba3U1Fe1S6,mp-1190569,4,22
106985,Zr1Cr2,mp-1919,2,12
631273,Eu1Ga2Te4,mp-1103807,3,14
106992,Ho1Tl1Se2,mp-569178,3,4
106988,Nd1Tl1Se2,mp-568588,3,4
106991,Dy1Tl1Se2,mp-568062,3,4
106990,Tb1Tl1Se2,mp-569507,3,4
238062,Rb8Th1Mo6O24,mp-1195447,4,78
106993,Er1Tl1Se2,mp-570117,3,4
106994,Yb1Tl1Se2,mp-570118,3,4
106999,Zr1Al1Ni1,mp-5723,3,9
238074,Ba1B4Sb2O12,mp-1195214,4,38
107004,Y1Cu1Pb1,mp-20865,3,6
107005,Y5Cu1Pb3,mp-646750,3,18
238078,Fe1Se1O3F1,mp-1190442,4,24
151526,Na1La1P2O7,mp-560939,4,44
631304,Eu3Ge13Os4,mp-1204216,3,40
631305,Eu1Ge1Pd2,mp-1188312,3,16
238088,Cs1Zn2B3O7,mp-1195000,4,78
107019,La3In1,mp-20909,2,4
107021,La3In1B1,mp-20590,3,5
107022,Yb2Ga10Ru3,mp-644533,3,30
107023,Tm2Ga10Os3,mp-647243,3,30
631313,Eu1Ge2Ru2,mp-21417,3,5
238099,Rb2Pa1F7,mp-1105198,3,20
238100,Cs2Pa1F7,mp-1105197,3,20
107030,Er1Mn6Ge6,mp-3453,3,13
631320,Eu1H2,mp-1102496,2,12
107033,Y1Mg1Ni4,mp-3433,3,6
107034,La1Ni3,mp-2764,2,12
107035,Cr2O3,mp-19399,2,10
238105,Rb1H2I3O9,mp-1196732,4,180
238110,K1V3O8,mp-19172,3,24
107040,Lu1Mn2Ge2,mp-13405,3,5
631329,Eu1Hf1S3,mp-1190059,3,20
631332,Eu1Hg3,mp-1080132,2,8
631336,Eu1Ho2S4,mp-1193160,3,28
631349,Eu1In1Pt4,mp-1077596,3,6
631352,Eu1In2Se4,mp-1104657,3,14
107067,Y1Zr1Sb1,mp-31438,3,6
238139,Rb1U3Ti1Te9,mp-1192694,4,28
107069,Tb1Zr1Sb1,mp-4075,3,6
107070,Dy1Zr1Sb1,mp-5068,3,6
107068,Gd1Zr1Sb1,mp-1071459,3,6
107072,Er1Zr1Sb1,mp-5848,3,6
107073,Tm1Zr1Sb1,mp-567807,3,6
107074,Lu1Zr1Sb1,mp-31440,3,6
107071,Ho1Zr1Sb1,mp-3346,3,6
107084,Li2Ga1Pd1,mp-3201,3,4
107085,Li2Ga1Ir1,mp-31441,3,4
107087,Li2In1Rh1,mp-31442,3,4
107089,Li2In1Ir1,mp-31443,3,4
107095,Sm1In1Pt1,mp-646733,3,9
107096,Hf2Ni2Sn1,mp-646507,3,10
107097,Nb6Fe16Si7,mp-542995,3,29
238170,U8V1Se17,mp-1192620,3,26
238171,U8Cr1Se17,mp-1192655,3,26
107100,Ce1Ag1Pb1,mp-13407,3,6
107101,Pr1Ag1Pb1,mp-19712,3,6
238174,U8Ni1S17,mp-1192888,3,26
238169,U8Ti1Se17,mp-1192621,3,26
238176,Co1Bi2S1O7,mp-1195268,4,88
107098,Ta6Fe16Si7,mp-542996,3,29
107099,La1Ag1Pb1,mp-13406,3,6
238172,U8Co1S17,mp-1192708,3,26
238173,U8Co1Se17,mp-1192855,3,26
238181,Sc2Te1Se2O10,mp-1195246,4,60
107102,Nd1Ag1Pb1,mp-20880,3,6
107103,Sm1Ag1Pb1,mp-570855,3,6
238175,U8Ni1Se17,mp-1192861,3,26
107105,Tb1Ag1Pb1,mp-31447,3,6
107106,Dy1Ag1Pb1,mp-510687,3,6
107107,Ho1Ag1Pb1,mp-31449,3,6
107108,Tb1Mn2Ge2,mp-22486,3,5
238180,Sc2Se3O10,mp-1194798,3,60
107110,Ho1Mn2Ge2,mp-5666,3,5
238182,Sc2Te3O9,mp-1195567,3,56
107113,Tm1Mn2Ge2,mp-3985,3,5
107121,Zr1Ni1Bi1,mp-31452,3,3
107115,Ho1Co1Si1,mp-510688,3,12
107116,Tb1Co1Ge1,mp-21144,3,12
107124,V1Sb1Ru1,mp-31455,3,3
107117,V1Co1Sb1,mp-4076,3,3
107118,Cu1Pt1,mp-644311,2,2
238191,Rb2Cu2Sb2S5,mp-1195291,4,44
107120,Zr1Co1Bi1,mp-31451,3,3
238193,Rb8Cu6As8S19,mp-1194809,4,82
107122,Nb1Sb1Rh1,mp-31453,3,3
107123,Ta1Sb1Ru1,mp-31454,3,3
238198,Pb2N1O5,mp-1195619,3,64
107126,Zr1Sb1Ru1,mp-31457,3,3
107129,Nb1Co1Sb1,mp-31460,3,3
107128,Ta1Co1Sb1,mp-31459,3,3
238199,Pb3N1O6,mp-1195472,3,40
238201,Nb1In1Te2O8,mp-1195222,4,48
238209,B10H33C10I1,mp-1195030,4,108
238202,Na2Mg1Pb1,mp-1078372,3,8
107145,Ca3Ag8,mp-646824,2,22
238222,Eu1F2,mp-504731,2,3
631439,Eu1Ni2Sb2,mp-570308,3,5
238227,Ba1Th1Te4,mp-1095218,3,12
238228,Ba1U1Te4,mp-1095338,3,12
238229,Ba1U1Te6,mp-1194611,3,32
238234,Li2Fe1Ge1S4,mp-1105387,4,16
631451,Eu3Si2Ni6,mp-1191000,3,22
238236,Li2Fe1Sn1S4,mp-1105173,4,16
238253,As2Os1,mp-2455,2,6
238254,Sb2Os1,mp-2695,2,6
631482,Eu1P3,mp-1079534,2,8
238271,K6U5As2O23,mp-1194801,4,72
238272,K4U3As2O16,mp-1194764,4,50
238273,Rb4U3As2O16,mp-1195470,4,50
107204,Si1C1,mp-568619,2,10
107207,Sm1Si2Ni2,mp-3939,3,5
631497,Eu1P12Ru4,mp-1188524,3,17
107211,Sm1Fe2Ge2,mp-22349,3,5
107213,Tm1Co2Ge2,mp-5983,3,5
107216,Li17Pb4,mp-574275,2,105
107217,Er5Bi1Pt2,mp-31462,3,16
238290,Th1As8O18,mp-1195682,3,54
107220,Cu1Au3,mp-2103,2,4
107223,Ho1Al1Ni1,mp-2909,3,9
107224,Y1Al10Fe2,mp-16744,3,26
107229,Ce1Al8Fe2,mp-607077,3,44
631525,Eu5Pd2,mp-1104610,2,14
107243,U1Al4,mp-574122,2,10
107248,Nd7Al7Co6,mp-4983,3,40
107250,Nd1Cu9Sn4,mp-607080,3,28
107251,U1Al20V2,mp-17188,3,46
631539,Eu1Si1Pd1,mp-1102440,3,12
107259,Y3Fe29,mp-13412,2,32
238333,Eu1Ge3,mp-1078610,2,8
107263,Tb5Bi3,mp-31463,2,32
107264,Dy5Bi3,mp-31464,2,32
107265,Ho5Bi3,mp-31465,2,32
107266,Er5Bi3,mp-31466,2,32
631556,Eu3Pt2,mp-1104698,2,15
107269,Th1Cu5Sn1,mp-13413,3,28
631557,Eu5Pt2,mp-1104413,2,14
631559,Eu5Pt4,mp-1196458,2,36
107268,Th1In1Cu5,mp-21670,3,28
107274,Dy1Cu1Pb1,mp-22085,3,6
107275,Y1Ag1Pb1,mp-21505,3,9
107276,Er1Ag1Pb1,mp-16745,3,9
631565,Eu1Si2Pt2,mp-1076931,3,5
631566,Eu1Si1Pt1,mp-1103258,3,12
107278,Lu1Ag1Pb1,mp-16747,3,9
107277,Tm1Ag1Pb1,mp-20522,3,9
107280,Sm1Cu1Pb1,mp-20637,3,6
107282,Tb1Cu1Pb1,mp-20290,3,6
107283,Ho1Cu1Pb1,mp-16750,3,6
107284,Er1Cu1Pb1,mp-16751,3,6
107285,Tm1Cu1Pb1,mp-20663,3,6
107286,Lu1Cu1Pb1,mp-16753,3,6
631569,Eu1Re2,mp-1101994,2,12
107289,Fe1O2,mp-1224855,2,3
107292,Ga3Pd7,mp-31467,2,10
631586,Eu1Si2Ru2,mp-581736,3,5
107304,Li1Ca1N1,mp-31468,3,12
107305,Ba1Sn5,mp-571353,2,6
107308,Mg1Al2S4,mp-16755,3,7
412102,Sm1Mg1Pt1,mp-16645,3,9
107309,Ta3Ga2,mp-16756,2,10
107313,Hf5Sn4,mp-510691,2,18
107314,Hf5Cu1Pb3,mp-607409,3,18
107315,Yb2In1Cu2,mp-21500,3,10
412103,As1Cl5,mp-30106,2,12
107318,V3B2,mp-2091,2,10
107319,Nb3B2,mp-20689,2,10
107320,Ta3B2,mp-13415,2,10
631610,Eu2S3,mp-1106110,2,20
107322,Ce2Mg1Cu2,mp-22810,3,10
107325,Ca4Si3H2O11,mp-1197100,4,80
107327,La2Mg1Ni2,mp-4952,3,10
107328,Pr2Mg1Ni2,mp-2926,3,10
107329,Nd2Mg1Ni2,mp-5925,3,10
107330,Ti2In1Ni2,mp-20339,3,20
412106,Sb2Au1Xe2F12,mp-1190046,4,17
107332,Zr2In1Pd2,mp-608402,3,20
107333,Sc2In1Ni2,mp-13416,3,10
107331,Zr2In1Co2,mp-22150,3,10
107335,Ti2V1H1O6,mp-1195787,4,40
107337,Ce2In1Pd2,mp-20165,3,10
107341,Gd2In1Pd2,mp-20654,3,10
107343,Dy2In1Pd2,mp-20870,3,10
107347,Yb2In1Pd2,mp-21267,3,10
631635,Eu1Tl1S2,mp-1007900,3,4
107351,Pu2Sn1Pt2,mp-19947,3,10
107353,Pu2In1Pd2,mp-19825,3,10
107358,U2In1Co2,mp-20030,3,10
107366,U2Co2Sn1,mp-22360,3,10
107367,U2Ni2Sn1,mp-22813,3,10
107368,U2Sn1Ru2,mp-20705,3,10
107370,U2Sn1Pd2,mp-21337,3,10
107371,Sr3Hg2,mp-13427,2,10
631660,Eu2Se3,mp-1189540,2,20
107372,Zr2In1Ni2,mp-19906,3,10
107376,Al2Si2H4O9,mp-541152,4,34
107386,Al2Si2H4O9,mp-541152,4,34
107389,La2Cd1Rh2,mp-13429,3,10
107394,Eu4Bi3,mp-1104641,2,14
107401,Nd2Al1Co2,mp-13430,3,5
107402,Dy2Al1Co2,mp-13431,3,5
107403,Tb2Al1Co2,mp-13432,3,5
238476,Cu1Sb1Se2,mp-20331,3,16
107415,Tb1In1Pd1,mp-21308,3,9
107416,Dy1Al1Ni1,mp-3053,3,9
107418,Gd1Al1Ni1,mp-1101090,3,9
107419,Ca1Mg1Ni4,mp-13434,3,6
107420,La1Mg1Ni4,mp-3289,3,6
107421,Ce1Mg1Ni4,mp-13435,3,6
107422,Pr1Mg1Ni4,mp-13436,3,6
107423,Nd1Mg1Ni4,mp-11194,3,6
631713,Eu1Zn11,mp-1191536,2,24
238497,Na1Sc1Se2O6,mp-1194561,4,40
238499,Cs1Sc1Se2O6,mp-1194629,4,40
107428,Na4Tl1Au1,mp-31470,3,12
238500,Pb1Se1,mp-1063670,2,4
107435,Na8In6Au11,mp-607853,3,100
107439,Al1Pt3,mp-607111,2,16
107444,K3Sn4Au1,mp-18500,3,16
107445,Rb3Sn4Au1,mp-17401,3,16
107447,Rb3Pb4Au1,mp-608081,3,16
107449,Cs4Sn2Au7,mp-510696,3,13
107450,K3Pb1Au5,mp-31471,3,18
107452,Rb5Hg19,mp-31472,2,24
107453,Tm1Mn6Ga2Sn4,mp-6072,4,13
238526,Na4Np1O5,mp-754019,3,10
107455,Tm1Mn6Sn6,mp-4298,3,13
238525,Na5Np1O6,mp-1095270,3,12
238537,Ce1C1O4,mp-1195398,3,108
107472,Hf1Co1Sn1,mp-22315,3,18
107474,Hf1Sn1Rh1,mp-2960,3,18
107475,Sm2Fe17,mp-1426,2,19
107482,K2Hg7,mp-31473,2,9
107483,Rb2Hg7,mp-31474,2,9
238556,Rb2U1Si6O15,mp-1195621,4,96
238555,K2U1Si6O15,mp-1195515,4,96
107486,Ba1Hg11,mp-1600,2,36
107488,Er4Al24Pt9,mp-31475,3,37
107490,Cs1H1C2,mp-31476,3,24
107494,Zn5B3Ir7,mp-607369,3,30
107495,Zn5B3Rh7,mp-510697,3,30
238568,Ca1Te1O4,mp-1195434,3,48
107498,Ca1Ni1,mp-1059707,2,2
107499,Np1Sn1Ir1,mp-20314,3,9
238570,K2Na1Al3F12,mp-1195185,4,72
238572,Th2Te3Mo1O13,mp-1194895,4,76
107500,Mg2Fe1H6,mp-23804,3,9
238574,Th1Te2W1O9,mp-1194639,4,104
238573,Th1Te2Mo1O9,mp-1195554,4,52
107505,Na1In2Au1,mp-21352,3,8
107506,Ca3Ga2Pt2,mp-31479,3,28
107507,Ca3Ga2Pd2,mp-31480,3,28
107508,Ca3Ga3Ir2,mp-31481,3,32
238581,Mg1H4C4O4,mp-1194668,4,156
107509,Ca3Ga3Rh2,mp-607230,3,32
238580,Mg1H2C2O4,mp-555000,4,108
238585,Er1H4I3O11,mp-1194964,4,38
107514,K1Fe1F3,mp-556891,3,5
107515,Na4Co1Au1O5,mp-561744,4,22
412143,Ba2Na1Os1O6,mp-22442,4,10
107517,Na5Tl1Sn3,mp-31483,3,36
107520,Bi1Pd1,mp-23206,2,16
107523,U1As2,mp-1657,2,6
